factor_arribo,tasa_arribo,tasa_servicio,rho,capacidad_cola,modelo_cola,longitud_cola,probabilidad_media,desvio_estandar,semiancho_ic95,teoria,error_porcentual,estado_teorico
0.25,2.5,10.0,0.25,infinita,M/M/1,0,0.9379649024011562,0.0011527302460425913,0.0008245562524100123,0.9375,0.049589589456656334,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,1,0.04655220138698997,0.000934728009576867,0.000668617681582803,0.046875,-0.6886370410880657,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,2,0.011513918747859906,0.00022197009495833323,0.0001587768086022576,0.01171875,-1.7478933515954715,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,3,0.002888995147364941,0.00025278524137549934,0.00018081910491089934,0.0029296875,-1.3889656366100105,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,4,0.0008230606881262211,0.00019555196530561905,0.0001398797300733413,0.000732421875,12.37521928550005,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,5,0.0002028024712999888,8.274690234228501e-05,5.918945558002721e-05,0.00018310546875,10.757189659300556,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,6,4.433027258599481e-05,1.852584782990261e-05,1.3251672463514286e-05,4.57763671875e-05,-3.1590418601414725,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,7,9.316021832289891e-06,1.6589515219531653e-05,1.1866599792689458e-05,1.1444091796875e-05,-18.59535909320663,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,8,4.7286278460205715e-07,1.4518921052940448e-06,1.038548886311349e-06,2.86102294921875e-06,-83.47224775910378,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,9,0.0,0.0,0.0,7.152557373046875e-07,-100.0,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,10,0.0,0.0,0.0,1.7881393432617188e-07,-100.0,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,11,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,12,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,13,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,14,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,15,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,16,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,17,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,18,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,19,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,20,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,infinita,M/M/1,>20,0.0,0.0,0.0,,,capacidad_infinita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,0,1.0,0.0,0.0,1.0,0.0,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,1,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,2,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,3,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,4,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,5,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,6,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,7,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,8,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,9,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,10,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,11,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,12,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,13,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,14,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,0,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,0,0.94101445287898,0.0014664989678307198,0.0010489972803515485,0.9411764705882353,-0.01721438160837349,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,1,0.04700450537109907,0.0009639828473337513,0.0006895438778620219,0.047058823529411764,-0.1154260864144746,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,2,0.011981041749920922,0.0006752599642661894,0.0004830183188559065,0.011764705882352941,1.8388548743278368,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,3,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,4,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,5,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,6,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,7,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,8,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,9,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,10,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,11,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,12,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,13,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,14,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,2,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,0,0.937874626220046,0.0009000865747792815,0.0006438384136206197,0.9375572239516572,0.0338541755404574,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,1,0.0464627591874268,0.0007790935530427869,0.0005572912332084551,0.04687786119758286,-0.8854969052586827,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,2,0.01168247975212311,0.0005657809836555732,0.00040470721503966926,0.011719465299395715,-0.31559074008702914,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,3,0.0030264475696441073,0.0002990410360636059,0.00021390620820432922,0.0029298663248489287,3.296438611415439,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,4,0.0007620157062725761,0.00012360129033335,8.841289373658313e-05,0.0007324665812122322,4.034194298863457,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,5,0.0001916715644874087,6.424520614579445e-05,4.595505895394688e-05,0.00018311664530305805,4.67184136657389,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,6,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,7,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,8,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,9,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,10,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,11,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,12,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,13,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,14,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,5,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,0,0.9372564849951047,0.0014078021834740052,0.0010070110474893086,0.9375000558793578,-0.02598089277174719,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,1,0.04731339733822346,0.0009123164277611865,0.0006525865155958259,0.04687500279396789,0.9352416386671397,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,2,0.011642215297089776,0.0005925973605845645,0.0004238891627153672,0.011718750698491973,-0.6531020530374966,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,3,0.002876561696296849,0.000210229715538697,0.0001503788305936462,0.002929687674622993,-1.813366618780645,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,4,0.0006701282718099721,0.00013489010014450478,9.648786074990748e-05,0.0007324219186557483,-8.505158742396317,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,5,0.00017787240984317294,6.232527650898298e-05,4.458171944832095e-05,0.00018310547966393707,-2.8579536944326582,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,6,4.8670441739806165e-05,3.909614528382062e-05,2.796575447688341e-05,4.577636991598427e-05,6.32219599136746,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,7,1.1414746571302886e-05,1.342825748665668e-05,9.605329354032772e-06,1.1444092478996067e-05,-0.2564284389263803,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,8,3.2548033210582613e-06,6.5607040911444744e-06,4.69291891761921e-06,2.8610231197490167e-06,13.763614791892662,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,9,0.0,0.0,0.0,7.152557799372542e-07,-100.0,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,10,0.0,0.0,0.0,1.7881394498431355e-07,-100.0,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,11,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,12,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,13,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,14,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,15,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,16,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,17,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,18,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,19,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,10,M/M/1/K,>20,0.0,0.0,0.0,,,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,50,M/M/1/K,0,0.9374598617476456,0.0013984399551865458,0.0010003141781242365,0.9375,-0.004281413584467468,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,50,M/M/1/K,1,0.04699494930100303,0.001036184254306965,0.0007411900646060135,0.046875,0.2558918421397956,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,50,M/M/1/K,2,0.01170784558088458,0.00040809932744005606,0.0002919163899795738,0.01171875,-0.09305104311825296,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,50,M/M/1/K,3,0.002851402640418258,0.0004180089708688515,0.0002990048293403166,0.0029296875,-2.672123207056787,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,50,M/M/1/K,4,0.0007496613762828787,0.00014272017182264085,0.00010208876745049136,0.000732421875,2.353766575155699,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,50,M/M/1/K,5,0.00016162745079823014,6.699315068728254e-05,4.792068348816791e-05,0.00018310546875,-11.729861537393246,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,50,M/M/1/K,6,4.2367309009244987e-05,3.474635231257621e-05,2.48543162167684e-05,4.57763671875e-05,-7.447201225670685,capacidad_finita_regimen_estacionario
0.25,2.5,10.0,0.25,50,M/M/1/K,7,1.8086783120745622e-05,3.908580173156691e-05,2.7958355659413137e-05,1.1444091796875e-05,58.04472248015801,capacidad_finita_regimen_estacionario
